2025121522001485951435329233	,0003N202512150000000013592827666	,2025-12-15 08:40:52 ,2025-12-15 08:40:54 ,2025-12-15 08:40:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,16.41   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121423001485951432701474	,2025121400003100009564011608	,2025-12-14 18:38:43 ,2025-12-14 18:38:48 ,2025-12-14 18:38:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国电信            ,为17369625397话费充值    ,100.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121422001485951426703458	,G0003B251214144125  	,2025-12-14 14:41:27 ,2025-12-14 14:41:28 ,2025-12-14 14:41:28 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,绍兴服务区（北区）       ,浙江高速商贸-消费           ,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121422001485951433362432	,82201703270643363139190100001918182512141112390526	,2025-12-14 11:12:39 ,2025-12-14 11:12:44 ,2025-12-14 11:12:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,绍兴市上虞区叙在餐饮店     ,绍兴市上虞区叙在餐饮店         ,24.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121422001485951432972695	,74201703270643363139190100001918182512141109126994	,2025-12-14 11:09:12 ,2025-12-14 11:09:19 ,2025-12-14 11:09:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,绍兴市上虞区叙在餐饮店     ,绍兴市上虞区叙在餐饮店         ,24.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121322001485951419283344	,ZJ5382202534625756  	,2025-12-13 07:09:17 ,2025-12-13 07:09:18 ,2025-12-13 07:09:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国石化浙江石油分公司     ,中石化浙江石油             ,99.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121322001485951424585215	,3285576320251213070901001336	,2025-12-13 07:09:02 ,2025-12-13 07:09:03 ,2025-12-13 07:09:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,中国石化浙江石油分公司     ,托管-上虞东凌加油站门店非油品支付   ,0.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121222001485951423497317	,DD3307684520251212000025	,2025-12-12 16:53:57 ,2025-12-12 16:53:58 ,2025-12-12 16:53:58 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州运河文旅          ,停车费用-富义仓停车场-浙A2M6X2 ,30.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121222001485951419294903	,8912660000482200007895089055537652	,2025-12-12 11:56:25 ,2025-12-12 11:56:26 ,2025-12-12 11:56:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,豫杭滋补烩面          ,豫杭滋补烩面杭州湖墅南路店       ,18.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121122001485951413993839	,0003N202512110000000013537938118	,2025-12-11 18:01:39 ,2025-12-11 18:01:42 ,2025-12-11 18:01:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,18.13   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121100003001950093388111	,-                   	,2025-12-11 17:30:57 ,2025-12-11 17:31:04 ,2025-12-12 13:13:10 ,支付宝网站     ,即时到账交易          ,国家税务总局浙江省税务局    ,社保费缴纳               ,340.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121122001485951416481875	,20251211135148255037035442506012	,2025-12-11 13:51:52 ,2025-12-11 13:51:53 ,2025-12-11 13:51:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,丰巢              ,快件畅存费               ,0.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121122001485951409711850	,0003N202512110000000013512869397	,2025-12-11 09:01:22 ,2025-12-11 09:01:24 ,2025-12-11 09:01:24 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,18.24   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121023001185951413257676	,T200P3114687001612945875	,2025-12-10 20:28:50 ,2025-12-10 20:28:54 ,2025-12-10 20:29:00 ,淘宝        ,支付宝担保交易         ,杭州盒马            ,盒马 全家桶有机鲜牛奶 1.5L等多件 ,48.25   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121022001485951408711113	,0003N202512100000000013525690968	,2025-12-10 18:01:17 ,2025-12-10 18:01:20 ,2025-12-10 18:01:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,14.55   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121022001485951408684750_71126600004826000020251210Nf0000000006015140000360	,71126600004826000020251210Nf0000000006019280021790	,2025-12-10 12:37:53 ,                    ,2025-12-10 12:37:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州市拱墅区计期小吃店     ,退款-晓鲍佳馄饨（和睦路店）订单    ,1.00    ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025121022001485951408684750	,71126600004826000020251210Nf0000000006019280021790	,2025-12-10 12:33:32 ,2025-12-10 12:33:33 ,2025-12-10 12:37:53 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州市拱墅区计期小吃店     ,晓鲍佳馄饨（和睦路店）订单       ,17.00   ,支出      ,交易成功    ,0.00     ,1.00     ,                    ,已支出      ,
2025121022001485951408661685	,88126600004826000020251210Nf0000000006019640019400	,2025-12-10 12:05:48 ,2025-12-10 12:05:49 ,2025-12-10 12:05:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州市拱墅区计期小吃店     ,晓鲍佳馄饨（和睦路店）订单       ,28.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121029020999950102444290	,                    	,2025-12-10 11:08:52 ,2025-12-10 11:08:52 ,2025-12-10 11:08:52 ,支付宝网站     ,即时到账交易          ,花呗              ,花呗自动还款-2025年12月账单   ,0.11    ,不计收支    ,还款成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025121023001485951410864183	,XP1925121009201594505743006075	,2025-12-10 09:18:26 ,2025-12-10 09:18:27 ,2025-12-10 09:18:27 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1925121009201594505743006075,135.64  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025121022001485951408648048	,0003N202512100000000013496900649	,2025-12-10 08:34:09 ,2025-12-10 08:34:12 ,2025-12-10 08:34:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,16.55   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120922001485951404128977	,XP1725120920200079770726007699	,2025-12-09 20:16:46 ,2025-12-09 20:16:47 ,2025-12-09 20:16:47 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1725120920200079770726007699,29.20   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120923001485951406336895	,0003N202512090000000013495309405	,2025-12-09 18:58:13 ,2025-12-09 18:58:16 ,2025-12-09 18:58:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,16.74   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120922001485951458869170	,0003N202512090000000013510194289	,2025-12-09 13:30:02 ,2025-12-09 13:30:04 ,2025-12-09 13:30:04 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,12.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120922001485951403402651	,0003N202512090000000013539568880	,2025-12-09 12:10:41 ,2025-12-09 12:10:44 ,2025-12-09 12:10:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,11.30   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120922001485951403371213	,271266000048210001251209126554983741	,2025-12-09 11:00:07 ,2025-12-09 11:00:33 ,2025-12-09 11:00:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,德丰物业-印澜府        ,物业缴费-10-1002-阮晓艳    ,1347.77 ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120922001485951400649440	,0003N202512090000000013512817446	,2025-12-09 08:44:41 ,2025-12-09 08:44:44 ,2025-12-09 08:44:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,16.98   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120822001485951458036492	,0003N202512080000000013503490787	,2025-12-08 20:25:51 ,2025-12-08 20:25:54 ,2025-12-08 20:25:54 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,12.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120822001485951458849143	,95201310310000189330419026987831730047366152079570	,2025-12-08 17:44:59 ,2025-12-08 17:45:00 ,2025-12-08 17:45:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州新丰小吃股份有限公司    ,卖鱼桥分店               ,12.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120823001485951400732376	,P18M6666031251208661322945875	,2025-12-08 13:07:42 ,2025-12-08 13:07:44 ,2025-12-08 13:07:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州盒马            ,散养草鸡蛋2枚装80g等2类商品    ,33.83   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120823001485951454573725	,0003N202512080000000013524584057	,2025-12-08 08:37:33 ,2025-12-08 08:37:36 ,2025-12-08 08:37:36 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,15.06   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251208330144559951 	,                    	,2025-12-08 05:37:25 ,                    ,2025-12-08 05:37:25 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2025.12.07-收益发放 ,0.01    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025120722001485951449817233	,0003N202512070000000013455559061	,2025-12-07 19:08:35 ,2025-12-07 19:08:38 ,2025-12-07 19:08:38 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,13.92   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120722001485951455353021	,0003N202512070000000013491259881	,2025-12-07 16:08:06 ,2025-12-07 16:08:08 ,2025-12-07 16:08:08 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,13.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120723001185951457196773	,T150P3108086868093945875	,2025-12-07 15:45:37 ,2025-12-07 15:46:26 ,2025-12-07 15:46:28 ,淘宝        ,支付宝担保交易         ,淘票**）           ,《疯狂动物城2》博纳国际影城西溪IMAX店电影票,117.20  ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025120722001485951449024536	,8212660000489000009000073562725341	,2025-12-07 10:10:24 ,2025-12-07 10:10:25 ,2025-12-07 10:10:25 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,安吉茶缘超市          ,授权码销售               ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251207325156448951 	,                    	,2025-12-07 05:50:46 ,                    ,2025-12-07 05:50:46 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2025.12.06-收益发放 ,0.01    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025120623001485951450023555	,70126600004823000003222512065587008513142	,2025-12-06 15:31:10 ,2025-12-06 15:31:18 ,2025-12-06 15:31:18 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,盲盒拆拆乐           ,77651060-ID1906957551-PA100225120615310919069575511441,20.00   ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025120622001485951439703680	,17649877058502745085952	,2025-12-06 10:21:46 ,2025-12-06 10:21:52 ,2025-12-06 10:21:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,菜老蛙生鲜集市         ,收钱码收款               ,6.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251206319149390951 	,                    	,2025-12-06 05:28:17 ,                    ,2025-12-06 05:28:17 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2025.12.05-收益发放 ,0.01    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025120522001485951445025778	,XP1625120522200857758483007860	,2025-12-05 22:49:32 ,2025-12-05 22:49:33 ,2025-12-05 22:49:33 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,拼多多平台商户         ,商户单号XP1625120522200857758483007860,18.88   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120522001485951443541569	,0003N202512050000000013487896498	,2025-12-05 18:17:11 ,2025-12-05 18:17:14 ,2025-12-05 18:17:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,17.96   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120522001485951442886433	,24126600004823000010031102512051432481080014146200	,2025-12-05 14:32:49 ,2025-12-05 14:32:50 ,2025-12-05 14:32:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,光芒甘栗卖渔桥店        ,光芒甘栗卖渔桥店_10021002512051432480490014141598_0032512051432110034143248,8.64    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120523001485951438650149	,0003N202512050000000013416727814	,2025-12-05 08:56:52 ,2025-12-05 08:56:56 ,2025-12-05 08:56:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,17.73   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251205313777833951 	,                    	,2025-12-05 05:35:22 ,                    ,2025-12-05 05:35:22 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2025.12.04-收益发放 ,0.01    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025120423001485951439582044	,0003N202512040000000013425869222	,2025-12-04 18:26:58 ,2025-12-04 18:27:02 ,2025-12-04 18:27:02 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,16.78   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120422001485951439499090	,61106600004857000220251204MM6blhsc	,2025-12-04 17:44:51 ,2025-12-04 17:44:52 ,2025-12-04 17:44:52 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,赵一鸣零食连锁         ,杭州市西湖区药都零食店(个体工商户)  ,10.40   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120422001485951438122022	,682019011062861739002125120417401495267494	,2025-12-04 17:40:14 ,2025-12-04 17:40:15 ,2025-12-04 17:40:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,温州一鸣食品销售有限公司    ,消费-8736-杭州西湖益乐新村奶吧  ,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251204210500201010950001223802	,LC2025120415043720885027450859528344	,2025-12-04 15:04:37 ,2025-12-04 15:04:37 ,2025-12-04 15:04:39 ,支付宝网站     ,即时到账交易          ,浦发银行            ,余额宝-转出到银行卡          ,9500.00 ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,资金转移     ,
2025120422001485951434768461	,26126600004826000020251204Nf0000000006016310021580	,2025-12-04 12:36:47 ,2025-12-04 12:36:48 ,2025-12-04 12:36:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州市拱墅区计期小吃店     ,晓鲍佳馄饨（和睦路店）订单       ,54.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120422001485951437443542	,12126600004826000020251204Nf0000000006016420019550	,2025-12-04 12:10:00 ,2025-12-04 12:10:01 ,2025-12-04 12:10:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,杭州市拱墅区计期小吃店     ,晓鲍佳馄饨（和睦路店）订单       ,22.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120422001485951432110067	,0003N202512040000000013445049025	,2025-12-04 09:03:46 ,2025-12-04 09:03:50 ,2025-12-04 09:03:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,18.07   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251204307404982951 	,                    	,2025-12-04 05:39:29 ,                    ,2025-12-04 05:39:29 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2025.12.03-收益发放 ,0.26    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
2025120322001485951435454376	,2001072512030101793561671782	,2025-12-03 22:57:14 ,2025-12-03 22:57:16 ,2025-12-03 22:57:15 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,北京字跳网络技术有限公司    ,连续包月SVIP            ,14.89   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120322001485951434557108	,17647625042502745085952	,2025-12-03 19:48:24 ,2025-12-03 19:48:37 ,2025-12-03 19:48:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,润泉五金水暖建材店       ,收钱码收款               ,2.00    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025120322001485951433883744	,0003N202512030000000013413181983	,2025-12-03 18:02:27 ,2025-12-03 18:02:31 ,2025-12-03 18:02:31 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,15.67   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120322001485951430436527	,08126600004822000020251203110113230266223152381245	,2025-12-03 15:45:32 ,2025-12-03 15:45:42 ,2025-12-03 15:45:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,辉仔烧饼            ,辉仔烧饼【买单】消费10.00元    ,9.90    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120322001485951427632669	,47647359945502745085952	,2025-12-03 12:26:35 ,2025-12-03 12:26:42 ,2025-12-03 12:26:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,袁春芝             ,收钱码收款               ,4.80    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,         ,
2025120322001485951427913776	,17647347707502745085952	,2025-12-03 12:06:11 ,2025-12-03 12:06:20 ,2025-12-03 12:06:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,妙醍醐             ,经营码交易               ,20.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2025120323001485951427149146	,0003N202512030000000013406637591	,2025-12-03 08:50:34 ,2025-12-03 08:51:07 ,2025-12-03 08:51:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,高德打车            ,高德打车订单              ,17.60   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
20251203302141593951 	,                    	,2025-12-03 05:55:48 ,                    ,2025-12-03 05:55:48 ,支付宝网站     ,即时到账交易          ,天弘基金管理有限公司      ,余额宝-2025.12.02-收益发放 ,0.26    ,不计收支    ,交易成功    ,0.00     ,0.00     ,                    ,已收入      ,
